iter	Passed	Remaining
172	4382	20951
173	4400	20892
174	4423	20852
175	4450	20838
176	4468	20777
177	4488	20726
178	4504	20661
179	4530	20637
180	4552	20597
181	4584	20605
182	4605	20559
183	4632	20544
184	4658	20521
185	4679	20478
186	4702	20446
187	4733	20445
188	4765	20446
189	4788	20412
190	4813	20388
191	4832	20337
192	4857	20312
193	4882	20283
194	4905	20249
195	4931	20230
196	4959	20215
197	4988	20204
198	5006	20151
199	5034	20136
200	5055	20098
201	5073	20041
202	5099	20019
203	5122	19986
204	5155	19992
205	5179	19962
206	5200	19923
207	5226	19900
208	5243	19845
209	5270	19826
210	5290	19783
211	5312	19747
212	5340	19731
213	5356	19675
214	5377	19634
215	5391	19569
216	5410	19524
217	5427	19470
218	5454	19452
219	5477	19421
220	5501	19393
221	5525	19363
222	5542	19310
223	5562	19270
224	5575	19205
225	5596	19165
226	5618	19131
227	5641	19101
228	5668	19085
229	5687	19040
230	5712	19018
231	5738	18997
232	5759	18959
233	5786	18943
234	5815	18932
235	5842	18912
236	5865	18884
237	5894	18871
238	5922	18857
239	5945	18826
240	5976	18821
241	5991	18768
242	6022	18762
243	6041	18718
244	6071	18710
245	6097	18688
246	6126	18677
247	6157	18672
248	6188	18665
249	6219	18658
250	6244	18634
251	6268	18606
252	6300	18603
253	6319	18559
254	6341	18526
255	6366	18501
256	6392	18480
257	6413	18445
258	6439	18422
259	6469	18413
260	6493	18386
261	6517	18357
262	6543	18337
263	6568	18313
264	6594	18289
265	6621	18272
266	6646	18246
267	6672	18224
268	6696	18196
269	6727	18190
270	6759	18182
271	6781	18151
272	6813	18143
273	6845	18139
274	6863	18093
275	6888	18070
276	6910	18037
277	6933	18008
278	6970	18014
279	6995	17989
280	7022	17969
281	7042	17930
282	7081	17942
283	7103	17908
284	7125	17876
285	7155	17864
286	7172	17819
287	7197	17793
288	7212	17745
289	7244	17736
290	7264	17698
291	7284	17661
292	7311	17642
293	7335	17614
294	7363	17596
295	7388	17573
296	7413	17548
297	7443	17534
298	7463	17497
299	7488	17472
300	7513	17449
301	7542	17432
302	7563	17398
303	7588	17374
304	7615	17352
305	7638	17324
306	7662	17296
307	7691	17280
308	7717	17258
309	7741	17231
310	7769	17212
311	7791	17181
312	7813	17148
313	7840	17129
314	7864	17103
315	7884	17067
316	7911	17046
317	7933	17015
318	7961	16996
319	7979	16956
320	7995	16913
321	8017	16882
322	8038	16848
323	8067	16832
324	8089	16802
325	8113	16774
326	8147	16768
327	8181	16762
328	8205	16736
329	8229	16709
330	8252	16680
331	8277	16655
332	8303	16632
333	8327	16605
334	8351	16578
335	8372	16545
336	8391	16509
337	8413	16479
338	8436	16449
339	8454	16410
340	8474	16377
341	8501	16356
342	8521	16322
343	8546	16298
344	8574	16279
345	8600	16255
346	8629	16239
347	8657	16219
348	8683	16198
349	8713	16182
350	8729	16140
351	8745	16099
352	8762	16061
353	8781	16024
354	8806	16000
355	8833	15980
356	8851	15941
357	8873	15912
358	8901	15894
359	8921	15860
360	8938	15822
361	8959	15790
362	8982	15761
363	9003	15731
364	9026	15703
365	9046	15671
366	9062	15631
367	9085	15603
368	9105	15570
369	9125	15538
370	9147	15508
371	9167	15476
372	9187	15443
373	9210	15416
374	9235	15392
375	9255	15359
376	9272	15322
377	9295	15296
378	9325	15280
379	9344	15246
380	9362	15211
381	9379	15174
382	9398	15140
383	9412	15099
384	9435	15072
385	9465	15056
386	9491	15034
387	9511	15002
388	9540	14984
389	9562	14957
390	9586	14931
391	9609	14904
392	9632	14877
393	9655	14851
394	9684	14833
395	9704	14802
396	9731	14781
397	9749	14746
398	9769	14714
399	9788	14682
400	9814	14659
401	9843	14642
402	9862	14610
403	9882	14578
404	9908	14556
405	9931	14529
406	9956	14506
407	9982	14484
408	9996	14445
409	10015	14412
410	10033	14378
411	10054	14349
412	10069	14311
413	10087	14277
414	10106	14246
415	10130	14221
416	10147	14187
417	10166	14154
418	10184	14122
419	10209	14099
420	10231	14070
421	10258	14050
422	10291	14038
423	10318	14017
424	10343	13994
425	10366	13967
426	10386	13938
427	10403	13903
428	10425	13876
429	10445	13846
430	10468	13819
431	10490	13792
432	10516	13770
433	10541	13748
434	10563	13720
435	10588	13697
436	10612	13671
437	10641	13654
438	10667	13631
439	10687	13602
440	10712	13579
441	10735	13552
442	10751	13518
443	10772	13490
444	10797	13466
445	10822	13443
446	10844	13416
447	10864	13387
448	10888	13361
449	10911	13336
450	10941	13318
451	10962	13291
452	10991	13272
453	11018	13251
454	11040	13224
455	11067	13203
456	11088	13174
457	11107	13144
458	11137	13127
459	11155	13095
460	11179	13071
461	11200	13043
462	11218	13011
463	11236	12980
464	11263	12959
465	11288	12936
466	11319	12919
467	11337	12888
468	11364	12866
469	11392	12846
470	11412	12817
471	11431	12787
472	11447	12753
473	11461	12719
474	11482	12691
475	11505	12665
476	11527	12639
477	11546	12609
478	11564	12578
479	11588	12553
480	11607	12524
481	11628	12497
482	11644	12463
483	11669	12441
484	11690	12413
485	11716	12391
486	11734	12361
487	11758	12336
488	11776	12306
489	11803	12284
490	11829	12262
491	11855	12240
492	11872	12209
493	11894	12183
494	11907	12148
495	11932	12124
496	11954	12098
497	11971	12067
498	11996	12044
499	12021	12021
500	12051	12003
501	12080	11983
502	12100	11956
503	12144	11951
504	12166	11925
505	12206	11916
506	12226	11888
507	12250	11864
508	12273	11839
509	12294	11812
510	12326	11796
511	12347	11769
512	12383	11755
513	12399	11724
514	12422	11698
515	12440	11669
516	12468	11648
517	12486	11619
518	12506	11590
519	12523	11560
520	12547	11535
521	12564	11505
522	12587	11480
523	12609	11454
524	12636	11432
525	12662	11411
526	12686	11386
527	12713	11365
528	12731	11335
529	12749	11306
530	12769	11278
531	12793	11254
532	12809	11223
533	12843	11207
534	12869	11185
535	12885	11155
536	12904	11126
537	12926	11100
538	12941	11068
539	12966	11045
540	12990	11021
541	13010	10994
542	13029	10966
543	13052	10941
544	13080	10920
545	13103	10895
546	13129	10873
547	13166	10859
548	13191	10836
549	13213	10811
550	13243	10792
551	13260	10762
552	13278	10733
553	13296	10704
554	13320	10680
555	13346	10657
556	13370	10633
557	13392	10608
558	13414	10582
559	13434	10555
560	13458	10531
561	13478	10504
562	13503	10481
563	13516	10448
564	13533	10419
565	13555	10394
566	13578	10369
567	13603	10346
568	13627	10322
569	13655	10301
570	13684	10281
571	13705	10255
572	13725	10228
573	13743	10199
574	13769	10177
575	13794	10154
576	13812	10125
577	13830	10097
578	13857	10076
579	13887	10056
580	13905	10028
581	13925	10001
582	13952	9979
583	13975	9955
584	13996	9929
585	14015	9901
586	14030	9871
587	14053	9846
588	14080	9825
589	14102	9800
590	14138	9784
591	14160	9759
592	14181	9733
593	14196	9703
594	14222	9680
595	14239	9652
596	14254	9622
597	14271	9593
598	14284	9562
599	14301	9534
600	14324	9509
601	14345	9484
602	14377	9465
603	14398	9439
604	14420	9414
605	14444	9391
606	14462	9363
607	14488	9341
608	14509	9315
609	14537	9294
610	14563	9272
611	14593	9251
612	14613	9226
613	14630	9197
614	14648	9170
615	14670	9144
616	14697	9123
617	14713	9095
618	14732	9067
619	14750	9040
620	14764	9010
621	14784	8985
622	14823	8970
623	14847	8946
624	14864	8918
625	14892	8897
626	14910	8870
627	14929	8843
628	14945	8815
629	14971	8793
630	14993	8768
631	15013	8742
632	15034	8716
633	15050	8688
634	15066	8660
635	15087	8634
636	15112	8612
637	15130	8585
638	15158	8563
639	15184	8541
640	15209	8518
641	15228	8491
642	15245	8464
643	15268	8440
644	15291	8416
645	15308	8388
646	15336	8367
647	15358	8342
648	15376	8315
649	15393	8288
650	15421	8267
651	15440	8241
652	15458	8214
653	15479	8189
654	15494	8161
655	15514	8135
656	15536	8111
657	15566	8091
658	15586	8065
659	15613	8043
660	15637	8019
661	15664	7997
662	15691	7976
663	15710	7949
664	15737	7928
665	15757	7902
666	15784	7880
667	15808	7856
668	15834	7834
669	15863	7813
670	15891	7791
671	15910	7765
672	15938	7744
673	15961	7720
674	15995	7701
675	16016	7676
676	16045	7655
677	16069	7631
678	16091	7607
679	16119	7585
680	16150	7565
681	16174	7541
682	16201	7519
683	16224	7495
684	16243	7469
685	16265	7445
686	16287	7420
687	16306	7394
688	16325	7368
689	16341	7341
690	16361	7316
691	16383	7292
692	16424	7276
693	16442	7249
694	16465	7225
695	16481	7199
696	16510	7177
697	16537	7155
698	16560	7131
699	16592	7111
700	16613	7086
701	16639	7063
702	16656	7036
703	16677	7011
704	16700	6988
705	16722	6963
706	16741	6938
707	16764	6914
708	16797	6894
709	16819	6869
710	16836	6843
711	16870	6824
712	16886	6797
713	16905	6771
714	16920	6744
715	16945	6721
716	16960	6694
717	16986	6671
718	17007	6647
719	17038	6626
720	17067	6604
721	17091	6581
722	17117	6558
723	17142	6534
724	17160	6509
725	17181	6484
726	17212	6463
727	17233	6438
728	17261	6416
729	17278	6390
730	17296	6365
731	17319	6341
732	17337	6315
733	17357	6290
734	17382	6267
735	17412	6245
736	17432	6220
737	17458	6198
738	17476	6172
739	17498	6147
740	17518	6123
741	17541	6099
742	17565	6075
743	17589	6052
744	17606	6026
745	17628	6002
746	17651	5978
747	17687	5958
748	17707	5934
749	17736	5912
750	17760	5888
751	17774	5861
752	17790	5835
753	17808	5810
754	17830	5786
755	17851	5761
756	17868	5735
757	17887	5710
758	17909	5686
759	17925	5660
760	17956	5639
761	17981	5616
762	18005	5592
763	18025	5568
764	18044	5543
765	18058	5516
766	18080	5492
767	18101	5468
768	18122	5443
769	18139	5418
770	18155	5392
771	18180	5369
772	18201	5344
773	18223	5321
774	18244	5296
775	18272	5274
776	18300	5252
777	18318	5227
778	18354	5207
779	18371	5181
780	18389	5156
781	18409	5132
782	18434	5108
783	18454	5084
784	18472	5059
785	18500	5036
786	18520	5012
787	18536	4986
788	18553	4961
789	18572	4937
790	18598	4914
791	18616	4889
792	18641	4866
793	18663	4842
794	18687	4818
795	18706	4794
796	18724	4769
797	18736	4742
798	18761	4719
799	18782	4695
800	18809	4673
801	18830	4649
802	18852	4625
803	18871	4600
804	18887	4575
805	18901	4549
806	18915	4523
807	18931	4498
808	18947	4473
809	18975	4450
810	18988	4425
811	19014	4402
812	19034	4378
813	19059	4355
814	19076	4330
815	19098	4306
816	19127	4284
817	19146	4259
818	19160	4234
819	19176	4209
820	19197	4185
821	19223	4162
822	19247	4139
823	19272	4116
824	19296	4093
825	19318	4069
826	19349	4047
827	19378	4025
828	19396	4000
829	19423	3978
830	19445	3954
831	19478	3933
832	19493	3908
833	19512	3883
834	19532	3859
835	19557	3836
836	19578	3812
837	19597	3788
838	19615	3764
839	19636	3740
840	19652	3715
841	19678	3692
842	19696	3668
843	19714	3643
844	19740	3621
845	19757	3596
846	19775	3572
847	19793	3547
848	19809	3523
849	19825	3498
850	19843	3474
851	19855	3449
852	19870	3424
853	19902	3402
854	19922	3378
855	19943	3355
856	19959	3330
857	19984	3307
858	20004	3283
859	20026	3260
860	20054	3237
861	20070	3213
862	20086	3188
863	20107	3165
864	20126	3141
865	20139	3116
866	20152	3091
867	20167	3066
868	20192	3043
869	20211	3020
870	20242	2997
871	20260	2973
872	20275	2949
873	20290	2925
874	20307	2901
875	20325	2877
876	20349	2854
877	20370	2830
878	20393	2807
879	20420	2784
880	20439	2760
881	20463	2737
882	20487	2714
883	20500	2690
884	20514	2665
885	20529	2641
886	20546	2617
887	20561	2593
888	20581	2569
889	20601	2546
890	20625	2523
891	20642	2499
892	20664	2475
893	20687	2452
894	20710	2429
895	20727	2405
896	20746	2382
897	20776	2359
898	20800	2336
899	20833	2314
900	20853	2291
901	20877	2268
902	20900	2245
903	20920	2221
904	20941	2198
905	20964	2175
906	20993	2152
907	21020	2129
908	21038	2106
909	21064	2083
910	21088	2060
911	21105	2036
912	21123	2012
913	21151	1990
914	21169	1966
915	21190	1943
916	21205	1919
917	21231	1896
918	21254	1873
919	21271	1849
920	21291	1826
921	21324	1804
922	21348	1780
923	21374	1758
924	21399	1735
925	21428	1712
926	21459	1689
927	21484	1666
928	21504	1643
929	21522	1619
930	21542	1596
931	21563	1573
932	21580	1549
933	21620	1527
934	21645	1504
935	21663	1481
936	21679	1457
937	21699	1434
938	21718	1410
939	21733	1387
940	21765	1364
941	21785	1341
942	21811	1318
943	21834	1295
944	21850	1271
945	21876	1248
946	21897	1225
947	21917	1202
948	21932	1178
949	21955	1155
950	21971	1132
951	21990	1108
952	22013	1085
953	22037	1062
954	22062	1039
955	22082	1016
956	22109	993
957	22143	970
958	22166	947
959	22192	924
960	22208	901
961	22230	878
962	22255	855
963	22270	831
964	22287	808
965	22303	785
966	22322	761
967	22340	738
968	22370	715
969	22391	692
970	22419	669
971	22449	646
972	22467	623
973	22492	600
974	22515	577
975	22543	554
976	22570	531
977	22597	508
978	22618	485
979	22654	462
980	22670	439
981	22694	415
982	22719	392
983	22739	369
984	22756	346
985	22771	323
986	22786	300
987	22803	276
988	22823	253
989	22839	230
990	22881	207
991	22901	184
992	22930	161
993	22947	138
994	22983	115
995	23003	92
996	23038	69
997	23054	46
998	23075	23
999	23096	0
